HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.TranscriptionTexts,Approve,Reject
3B623HUYJ4KNU3OTVABBUDZ1P0M8SY,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:00 PDT 2015,,,3WLEIWSYHPBQ4Z6HU2VC4SAGIT6H2G,A18I566TMVVSFQ,Approved,Mon Oct 12 10:39:35 PDT 2015,Mon Oct 12 10:49:13 PDT 2015,Mon Oct 12 22:49:13 PDT 2015,Mon Oct 12 22:23:38 PDT 2015,,,578,100% (107/107),100% (90/90),100% (90/90),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0154.gif,"Working bottom to top, first place four blocks, aligned side by side.
Above the right-most block of the row before, place a vertical column of three blocks.
Above the left-most block of the row before, place a vertical column of three blocks.",X,
30Y6N4AHYPQNAJK7XTMMQV86EP0RDZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:44 PDT 2015,,,3LJ7UR74RI7SH97F1E9D2R4AOJC4N9,AN3KR7C1SLYY3,Approved,Mon Oct 12 11:03:39 PDT 2015,Mon Oct 12 11:04:21 PDT 2015,Mon Oct 12 23:04:21 PDT 2015,Mon Oct 12 22:23:10 PDT 2015,,,42,100% (101/101),100% (101/101),100% (101/101),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0454.gif,"place four blocks horizontally
place a block below the left block
place four blocks vertically below the right block
place a block to the right of the second from the bottom block on the right side",X,
30Y6N4AHYPQNAJK7XTMMQV86EP0RDZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:44 PDT 2015,,,34X6J5FLPUS3NO3SKDOYCNOYBROQJ8,A1T6EY2JB6S5ZZ,Approved,Mon Oct 12 10:48:46 PDT 2015,Mon Oct 12 10:49:42 PDT 2015,Mon Oct 12 22:49:42 PDT 2015,2015-10-13 05:50:17 UTC,,,56,100% (40/40),100% (40/40),100% (40/40),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0454.gif,"Place four blocks going right.
Place one block under the first block placed.
Place four blocks under the last block in the first set of blocks placed.
Place one block to the right of the second to last block in the last set of blocks placed.",X,
3FULMHZ7OURJD7OMZAPC1SKQVP8M4T,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,3YMTUJH0DTAQCMCZYAVPBQA2D1YT4Z,A1I9ZBV75AVWUS,Approved,Mon Oct 12 11:09:12 PDT 2015,Mon Oct 12 11:32:06 PDT 2015,Mon Oct 12 23:32:06 PDT 2015,Mon Oct 12 22:23:49 PDT 2015,,,1374,100% (73/73),100% (73/73),100% (73/73),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0344.gif,"Place four blocks horizontally
Place four blocks above the current four blocks
Place one block to the left of the block on the upper left
Place one block above the farthest brick to the top-right",X,
3FULMHZ7OURJD7OMZAPC1SKQVP8M4T,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,3G2UL9A02E8HTBJ64VL33S2YKVU672,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:17:22 PDT 2015,Mon Oct 12 13:17:40 PDT 2015,Tue Oct 13 01:17:40 PDT 2015,Mon Oct 12 22:23:49 PDT 2015,,,18,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0344.gif,"Start with any block, if a block is already filled in, keep it filled in
Put a block to the right of the last block
Put a block to the right of the last block
Put a block to the right of the last block
Put a block above the last block
Put a block above the last block
Put a block below the last block
Put a block to the left of the last block
Put a block to the left of the last block
Put a block to the left of the last block
Put a block to the left of the last block",X,
3VQTAXTYN3FMBEE4NRQL0G7QI3SUBZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:43 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:43 PDT 2015,,,3FDJT1UU75295MQCI607FRTKUK7K5U,AWW4I36TBGE2D,Approved,Mon Oct 12 11:45:06 PDT 2015,Mon Oct 12 12:07:26 PDT 2015,Tue Oct 13 00:07:26 PDT 2015,Mon Oct 12 22:24:38 PDT 2015,,,1340,100% (76/76),100% (76/76),100% (76/76),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0433.gif,"Start with a row 3 blocks across
Stack 2 blocks below the 1st in the row
Stack 2 blocks above the last in the row
Place 1 block below the last in the row, making that column 4
Place 1 block to the right of the column top
Place 1 block to the right of the column bottom",X,
3VQTAXTYN3FMBEE4NRQL0G7QI3SUBZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:43 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:43 PDT 2015,,,3IX2EGZR7CD3ZPISXSDYHDY37DQJR2,A5LLSZG8YCAZF,Approved,Mon Oct 12 10:40:20 PDT 2015,Mon Oct 12 10:57:58 PDT 2015,Mon Oct 12 22:57:58 PDT 2015,2015-10-13 06:00:18 UTC,,,1058,100% (10/10),100% (10/10),100% (10/10),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0433.gif,"Start with four blocks stacked vertically.
Place one block to the right of the top most block. 
Place one block to the right of the bottom most block. 
Place two blocks horizontally to the left of the third block down. 
Place two blocks vertically underneath the farthest left block.",X,
3V8JSVE8YYK1ZQAT7JP049JOHOGEYH,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:46 PDT 2015,,,32Z9ZLUT1ME4B6VMH0T9B5DJJY4HOO,A2O31IKB0RQXPE,Approved,Mon Oct 12 11:15:51 PDT 2015,Mon Oct 12 11:16:54 PDT 2015,Mon Oct 12 23:16:54 PDT 2015,Mon Oct 12 22:24:35 PDT 2015,,,63,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0913.gif,"For the first row place five blocks horizontally next to each other. 
Place three blocks vertically, directly above the left block of the first row.
Place one block directly below the center block of the first row.
Place one block directly below the right block of the first row.",X,
3V8JSVE8YYK1ZQAT7JP049JOHOGEYH,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:46 PDT 2015,,,37Z929RLGA29E7EAOBR79TQ8RHJTSO,A1RT9SQ9D9DLOV,Approved,Mon Oct 12 13:25:59 PDT 2015,Mon Oct 12 13:26:45 PDT 2015,Tue Oct 13 01:26:45 PDT 2015,2015-10-13 08:30:18 UTC,,,46,100% (50/50),100% (50/50),100% (50/50),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0913.gif,"Place a row of five blocks below the center of the grid.
Add two single blocks, one just below the center block of the row, one just below the rightmost block of the row.
Add a column of three blocks going upwards from the leftmost block of the row.",X,
3FW4EL5A3LIJ3P56LEN4T49U56W22N,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,33TIN5LC054NQEH5PBEF0FDXEV0Y9V,A1NGGAVIGC9O7V,Approved,Mon Oct 12 11:58:18 PDT 2015,Mon Oct 12 12:00:03 PDT 2015,Tue Oct 13 00:00:03 PDT 2015,Mon Oct 12 22:23:52 PDT 2015,,,105,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0388.gif,"Place one block in the middle.
Place one block below the first one.
Place two blocks above the first one.
Place two blocks on the right of the first one.
Place two blocks on the left of the first one.
Place one block over the block farthest to the left.",X,
3FW4EL5A3LIJ3P56LEN4T49U56W22N,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,3QAPZX2QN57FTZ0LWUORY0BZWC7020,A1OK974KXKO6FJ,Approved,Mon Oct 12 11:12:44 PDT 2015,Mon Oct 12 11:14:18 PDT 2015,Mon Oct 12 23:14:18 PDT 2015,2015-10-13 06:15:19 UTC,,,94,100% (15/15),100% (15/15),100% (15/15),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0388.gif,"in the center of the grid make a row of 5 blocks.
above the first block on the left place a single block.
above the third block in the row place 3 blocks above and 1 block below to form a column.",X,
3HXK2V1N4K99IJDDKT8TV83VFP12G6,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:47 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:52 PDT 2015,,,31IBVUNM9TTFNUDDNMRN3CVEZC5FV7,AOAZMLP27GD81,Approved,Mon Oct 12 13:22:33 PDT 2015,Mon Oct 12 15:08:10 PDT 2015,Tue Oct 13 03:08:10 PDT 2015,Mon Oct 12 22:23:53 PDT 2015,,,6337,100% (98/98),100% (98/98),100% (98/98),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0486.gif,"Place three blocks horizontally
Place four blocks vertically over the rightmost block
Place a block to the right of the second block from the top
Place another two blocks vertically beneath the previous block",X,
3HXK2V1N4K99IJDDKT8TV83VFP12G6,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:47 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:52 PDT 2015,,,3I3WADAZ9RYSVDBRGYS0M8ATEPIO5J,A2O31IKB0RQXPE,Approved,Mon Oct 12 11:55:44 PDT 2015,Mon Oct 12 11:57:29 PDT 2015,Mon Oct 12 23:57:29 PDT 2015,Mon Oct 12 22:23:53 PDT 2015,,,105,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0486.gif,"For the first column place five blocks vertically on top of each other. 
Place two blocks horizontally to the left of the bottom bottom block of the first column.
Place one block directly to the right of the block that is second from the bottom in the first column,.
Place one block directly to the right of the block that is third from the bottom in the first column. 
Place one block directly to the right of the block that is second from the top in the first column.",X,
3L1EFR8WWTZE432HUIHQNABXKGBF9C,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,3QAPZX2QN57FTZ0LWUORY0BZWC502Y,AO8LXT6Z1D9MU,Approved,Mon Oct 12 10:43:49 PDT 2015,Mon Oct 12 13:09:56 PDT 2015,Tue Oct 13 01:09:56 PDT 2015,2015-10-13 08:10:18 UTC,,,8767,100% (5/5),100% (5/5),100% (5/5),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0113.gif,Keep five black blocks in horizontal order. Keep another five black blocks below  the previous one in the same order.,X,
3L1EFR8WWTZE432HUIHQNABXKGBF9C,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,336KAV9KYRMCQUW642Z0QS5J8PMY2Z,A18I566TMVVSFQ,Approved,Mon Oct 12 11:28:08 PDT 2015,Mon Oct 12 11:28:48 PDT 2015,Mon Oct 12 23:28:48 PDT 2015,Mon Oct 12 22:24:04 PDT 2015,,,40,100% (107/107),100% (90/90),100% (90/90),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0113.gif,"Working from bottom to top, first place five blocks side by side to create a row.
Over the previous row, place another five blocks side by side, leaving none to overhang the previous row.",X,
3NRZ1LDP7W05179OCJ7UCSRU1PLPZ3,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:27 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:45 PDT 2015,,,3A7Y0R2P2PINWL446RJQ6VKR8UFXJG,A2DXEPC4QFV4R1,Approved,Mon Oct 12 11:32:31 PDT 2015,Mon Oct 12 11:34:23 PDT 2015,Mon Oct 12 23:34:23 PDT 2015,2015-10-13 06:35:18 UTC,,,112,100% (39/39),100% (39/39),100% (39/39),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0257.gif,"Create a row of four blocks.
Above the first block from the left, add one block.
Below the last block from the left, add two blocks.
Above the last block from the left, add two blocks.
To the right of the last block you just added, add one block.",X,
3NRZ1LDP7W05179OCJ7UCSRU1PLPZ3,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:27 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:45 PDT 2015,,,3ZGVPD4G6UB6FJ0OJ3LF5MNBEWBTZL,A16MQ156BQ3HRZ,Approved,Mon Oct 12 12:19:07 PDT 2015,Mon Oct 12 14:40:35 PDT 2015,Tue Oct 13 02:40:35 PDT 2015,Mon Oct 12 23:43:14 PDT 2015,,,8488,100% (22/22),100% (22/22),100% (22/22),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0257.gif,"Place a row of four blocks in the middle of the grid. 
Directly above the leftmost block, place a block. 
In each of the two rows immediately above and below the rightmost block, place a block. 
Directly to the right of the topmost block, place a block.",X,
3AFT28WXLFW1LH8DXF6TNXJEV7OOIP,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:39 PDT 2015,,,3K772S5NP95IZFIXNMQD6TJ5FWGHE2,A1LRJ2MQD4AMES,Approved,Mon Oct 12 13:35:44 PDT 2015,Mon Oct 12 13:36:40 PDT 2015,Tue Oct 13 01:36:40 PDT 2015,2015-10-13 08:40:18 UTC,,,56,100% (36/36),100% (36/36),100% (36/36),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0836.gif,"Stack 4 dots vertically
Stack 3 dots vertically to the right of the stack of 4 such that their bottoms are flush
Line 2 dots to the right of the middle dot in the stack of 3
Put 1 dot below the right most dot in the row of 2 from previous instruction",X,
3AFT28WXLFW1LH8DXF6TNXJEV7OOIP,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:39 PDT 2015,,,3L6L49WXW1RORK19XEDR8A4OXYT450,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 13:21:09 PDT 2015,Mon Oct 12 14:00:11 PDT 2015,Tue Oct 13 02:00:11 PDT 2015,Mon Oct 12 22:23:38 PDT 2015,,,2342,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0836.gif,"Place a block.
Move down and place two blocks with the 1st one under the 1st block in the prior row.
Move down and place 4 blocks with the 1st under the 1st block in the prior row.
Move down and place 2 blocks with the 1st under the 1stin the prior row.
Move to the right one empty space and place a block under the last one in the prior row.",X,
3OWZNK3RYLJSN1E84YXAZN4MOXFU2X,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:38 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:31 PDT 2015,,,33C7UALJVMSQM3NS8U1SMW7CN4E81N,AOAZMLP27GD81,Approved,Mon Oct 12 12:26:23 PDT 2015,Mon Oct 12 13:31:49 PDT 2015,Tue Oct 13 01:31:49 PDT 2015,Mon Oct 12 22:24:14 PDT 2015,,,3926,100% (98/98),100% (98/98),100% (98/98),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0804.gif,"Place four blocks horizontally
Place two blocks vertically below the second block from the left
Place a block above the rightmost block
Place two blocks vertically below the rightmost block
Place a block to the right of the top block",X,
3OWZNK3RYLJSN1E84YXAZN4MOXFU2X,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:38 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:31 PDT 2015,,,3EFE17QCRDZJ9YNFOHAIVANKGNHSH6,A1KG5TGTLD3V8Y,Approved,Mon Oct 12 12:39:12 PDT 2015,Mon Oct 12 12:44:24 PDT 2015,Tue Oct 13 00:44:24 PDT 2015,2015-10-13 07:45:18 UTC,,,312,100% (13/13),100% (13/13),100% (13/13),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0804.gif,"Start by making an upside down ""L,"" with 4 vertical blocks and add one block to the right of the top block. 
Next, create a ""T"" shape using 5 blocks - the vertical should be 3 tall and the horizontal should be 3 wide. 
Place the ""T"" you just made to the left of the upside down ""L"" so that the bottom block of each letter is even with each other. 
The finished product should contain the most upper right block connecting to the 2nd block from the top of the upside down ""L.""",X,
3UOMW19E6D0O04GV0QE83OLS17ZC56,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:51 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:09 PDT 2015,,,388U7OUMF8VWXJH6BK3SZ8J78430RV,A11VJ9HVZPID81,Approved,Mon Oct 12 13:25:18 PDT 2015,Mon Oct 12 13:26:39 PDT 2015,Tue Oct 13 01:26:39 PDT 2015,2015-10-13 08:30:18 UTC,,,81,100% (24/24),100% (24/24),100% (24/24),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0973.gif,"Place a row of five blocks in the center of the grid. 
On the third block from the left place one block below it.
Go to the block closest to the right and place one block above it and two blocks below it.
Go to the block closes to the bottom of the grid and place a block to the left of it.",X,
3UOMW19E6D0O04GV0QE83OLS17ZC56,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:51 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:09 PDT 2015,,,3Z3ZLGNNSJOS2A13HSWBWG79FUG3QN,A1MYLQQL8BBOYT,Approved,Mon Oct 12 12:52:23 PDT 2015,Mon Oct 12 12:53:22 PDT 2015,Tue Oct 13 00:53:22 PDT 2015,Mon Oct 12 22:24:34 PDT 2015,,,59,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0973.gif,"Place a row of five blocks.
Below the third block, place a block.
Above the fifth block, place a block.
Below the fifth block, place a column of two blocks.
To the left of the lowest block in the column you just created, place a block.",X,
391FPZIE4CGW2RHQNJ0HMRAODGXUHF,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:46 PDT 2015,,,3Z7VU45IPZB56ZOFHK15ZG4GMDB1ZB,A36470UBRH28GO,Approved,Mon Oct 12 11:14:51 PDT 2015,Mon Oct 12 11:22:25 PDT 2015,Mon Oct 12 23:22:25 PDT 2015,2015-10-13 06:25:18 UTC,,,454,100% (4/4),100% (4/4),100% (4/4),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0905.gif,"Place two blocks in a horizontal row
Place four blocks in vertically directly under the last block in the row, creating a column of five
Place three blocks in another vertical column to the right, adjacent with the last three blocks of the first column
Place one block to the right of the rightmost column ,adjacent to the second to last block from the bottom.",X,
391FPZIE4CGW2RHQNJ0HMRAODGXUHF,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:46 PDT 2015,,,336YQZE83W84VAQF3IDNU4LOJPDM5C,AENW881YO2H8S,Approved,Mon Oct 12 13:14:07 PDT 2015,Mon Oct 12 13:19:06 PDT 2015,Tue Oct 13 01:19:06 PDT 2015,2015-10-13 08:20:18 UTC,,,299,100% (22/22),100% (22/22),100% (22/22),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0905.gif,"Place a column of 5 blocks.
Place one block to the left of the top-most block.
Place one block to the right of the lower-most block.
Place two blocks in a column above the last block placed.
Place one block to the right of the second-to-lowest block.",X,
3MZ3TAMYTLH4IU0TP7NXHSOJ6U9IRT,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:53 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:15 PDT 2015,,,37W3JXSD672Y2AUDIMO7EZL8CWYWYW,A18I566TMVVSFQ,Approved,Mon Oct 12 13:33:13 PDT 2015,Mon Oct 12 13:34:04 PDT 2015,Tue Oct 13 01:34:04 PDT 2015,Mon Oct 12 22:24:10 PDT 2015,,,51,100% (107/107),100% (90/90),100% (90/90),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0573.gif,"First, place a row of four blocks, side by side.
Place another row of four blocks directly on top of the previous row.
Place a single block over the left-most block of the previous row.
Place a single block over the second right-most block of the second row of four.",X,
30EV7DWJTVPXMBHE1162SLRB0QRY6F,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:27 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:43 PDT 2015,,,3CP1TO84PUVEO6MMT0U3FV7QDKW524,A3N8MC9JZWS4WX,Approved,Mon Oct 12 13:10:22 PDT 2015,Mon Oct 12 13:11:10 PDT 2015,Tue Oct 13 01:11:10 PDT 2015,2015-10-13 08:15:17 UTC,,,48,100% (4/4),100% (4/4),100% (4/4),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0249.gif,"Place 4 blocks horizontally.
Place on block right under the first block
Place another block directly under that.
Place for blocks starting one space before the block above it.",X,
30EV7DWJTVPXMBHE1162SLRB0QRY6F,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:27 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:43 PDT 2015,,,3VD82FOHKRIDUYK6V8F80EG366ECOP,AK2C9AX5QJWUU,Approved,Mon Oct 12 13:12:16 PDT 2015,Mon Oct 12 13:24:31 PDT 2015,Tue Oct 13 01:24:31 PDT 2015,2015-10-13 08:25:20 UTC,,,735,100% (2/2),100% (2/2),100% (2/2),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0249.gif,"For the first row, start in the middle of the grid and place four blocks horizontally from left to right
For the second row, place one block underneath the first row's leftmost block
For the third row, place one block under the single block from the second row
For the fourth row, move over one space on the grid from the block that is on the third row, then place four blocks horizontally from left to right",X,
